id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1604984623708401665,1604984623708401665,2022-12-19 23:38:48 UTC,2022-12-19,23:38:48,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] warga uinsgd mau nanya dong, pas  diwisuda nih... kan anting toga kita dipindahin oleh bapak Rektor tuh di foto kan ya sama pihak Kampus yang mana nanti dicetak terus bakal dikasihin ke kita. nah, itu tuh dimintain biaya nggak sih? thanks in advance 😄",in,[],[],[],0,0,2,[],[],https://twitter.com/collegemenfess/status/1604984623708401665,False,,0,,,,,,,,[],,,,
1604982435548393472,1604982435548393472,2022-12-19 23:30:06 UTC,2022-12-19,23:30:06,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] gais, kasih saran dong kalian kalau abis magang biasanya ngasih kenang-kenangan apa? (Selain plakat ya). hehe thankyou!✨",in,[],[],[],6,0,1,[],[],https://twitter.com/collegemenfess/status/1604982435548393472,False,,0,,,,,,,,[],,,,
1604977246443225088,1604977246443225088,2022-12-19 23:09:29 UTC,2022-12-19,23:09:29,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] gais ajarin perbedan kuanti sama kuali terus instrumen masing""nya apa aja..aku udah belajar metopen tp ttp bingung :(...makasiiii",in,[],[],[],4,1,15,[],[],https://twitter.com/collegemenfess/status/1604977246443225088,False,,0,,,,,,,,[],,,,
1604976151738605568,1604976151738605568,2022-12-19 23:05:08 UTC,2022-12-19,23:05:08,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] temen2 ada yang udah belajar akuntansi biaya? apa punya modul atau catatannya yg bisa di share? 🙏 untuk belajar ujian kompreku huhu, terimakasih teman2🥹",in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1604976151738605568,False,,0,,,,,,,,[],,,,
1604975380603232256,1604975380603232256,2022-12-19 23:02:04 UTC,2022-12-19,23:02:04,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] ada ga sih yang apply magang biar liburannya ga kosong? aku masih semester 3, jadi belum dihimbah kampus utk magang dan sekarang aku lagi magang di suatu perusahaan tapi bingung tar beresnya minta apa ya? sertifikat atau surat keterangan atau gimana? makasih 🙏🏻",in,[],[],[],3,0,7,[],[],https://twitter.com/collegemenfess/status/1604975380603232256,False,,0,,,,,,,,[],,,,
1604975366590070784,1604975366590070784,2022-12-19 23:02:01 UTC,2022-12-19,23:02:01,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] Jadi introvert yang harus kkn dan harus kumpul all the time along tuh AAAAAA GAK BISA DIUNGKAPIN PAKE KATA KATA,in,[],[],[],12,3,46,[],[],https://twitter.com/collegemenfess/status/1604975366590070784,False,,0,,,,,,,,[],,,,
1604972502861484033,1604972502861484033,2022-12-19 22:50:38 UTC,2022-12-19,22:50:38,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] sharing dong biar ga overthinking. kalian yg kepaksa cuti kuliah karena keadaan, bertahun-tahun masih belum bisa lanjut lagi ada ga? terus kalian gimana?",in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1604972502861484033,False,,0,,,,,,,,[],,,,
1604972343855845376,1604972343855845376,2022-12-19 22:50:00 UTC,2022-12-19,22:50:00,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] aku ada kelas dr pagi jam 7 sampe sore. kelas pagiku speaking, dan skrg aku ngantuk banget. mending skip kelas pagi atau masuk aja tp seharian ngantuk ya:(",in,[],[],[],5,0,0,[],[],https://twitter.com/collegemenfess/status/1604972343855845376,False,,0,,,,,,,,[],,,,
1604970498357874688,1604970498357874688,2022-12-19 22:42:40 UTC,2022-12-19,22:42:40,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] HELPP BANTU SENDER DONG🥺 data sender itu data primer dan hasilnya ga berhubungan, apa sebaiknya di manip aja? kalo dimanip itu minta izin dulu kah sama dospem?",in,[],[],[],2,0,3,[],[],https://twitter.com/collegemenfess/status/1604970498357874688,False,,0,,,,,,,,[],,,,
1604968447485497344,1604968447485497344,2022-12-19 22:34:31 UTC,2022-12-19,22:34:31,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] hari ini sender mau daftar wisuda dan kuotanya cuma 100 org buat fakultas sender (4 prodi). doain dapet ya guys, nangis sih kalo gak kebagian",in,[],[],[],3,0,3,[],[],https://twitter.com/collegemenfess/status/1604968447485497344,False,,0,,,,,,,,[],,,,
1604967869539704832,1604967869539704832,2022-12-19 22:32:13 UTC,2022-12-19,22:32:13,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] jd hari ini mau bimbingan, kemarin dospemku bilang kaya gt. pagi ini aku chat lg buat mastiin apa yauda gass aja ke kampus jam segitu? kalo chat lg, kira2 chatnya gimana ya?  https://t.co/61pseWvVok",in,[],[],['https://pbs.twimg.com/media/FkX9xaBacAATokS.jpg'],17,0,7,[],[],https://twitter.com/collegemenfess/status/1604967869539704832,False,,1,https://pbs.twimg.com/media/FkX9xaBacAATokS.jpg,,,,,,,[],,,,
1604966058242080768,1604966058242080768,2022-12-19 22:25:01 UTC,2022-12-19,22:25:01,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] tips jadi DPM yang baik dan berguna buat semua,in,[],[],[],1,0,1,[],[],https://twitter.com/collegemenfess/status/1604966058242080768,False,,0,,,,,,,,[],,,,
1604962919510601728,1604962919510601728,2022-12-19 22:12:33 UTC,2022-12-19,22:12:33,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] sender nanti bimbingan, tapi kayak masih belum siap. Udah hampir dua bulan ga bimbingan, kalo misal ga dateng lg pasti dospem sender kecewa tapi kalo sender dateng pengen nyari motivasi boleh ga si, malu sm temen² sender. Andaikan boleh sendiri bimbingan 🥺",in,[],[],[],5,0,3,[],[],https://twitter.com/collegemenfess/status/1604962919510601728,False,,0,,,,,,,,[],,,,
1604962415849836544,1604962415849836544,2022-12-19 22:10:33 UTC,2022-12-19,22:10:33,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] dosbing sender ngebalas chat pagi-pagi gini, bagusnya sender langsung balas sekarang juga atau nunggu jam kerja dulu ya?",in,[],[],[],7,0,1,[],[],https://twitter.com/collegemenfess/status/1604962415849836544,False,,0,,,,,,,,[],,,,
1604961362165354501,1604961362165354501,2022-12-19 22:06:22 UTC,2022-12-19,22:06:22,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[Cm] klo di penelitian sebelumnya variabel x ga dipake buat moderasi tapi dipenelitian kita dipake, itu nanti jurnalnya gimana ya? Aku udh pusing nyari referensi yg pas tapi ga nemu jugaaa",in,[],[],[],1,0,4,[],[],https://twitter.com/collegemenfess/status/1604961362165354501,False,,0,,,,,,,,[],,,,
1604959403433955328,1604959403433955328,2022-12-19 21:58:35 UTC,2022-12-19,21:58:35,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] yakiniin aku bikin proposal penelitian 2 hari bisa selese, aku pusing bgtttt",in,[],[],[],8,0,15,[],[],https://twitter.com/collegemenfess/status/1604959403433955328,False,,0,,,,,,,,[],,,,
1604955667403444224,1604955667403444224,2022-12-19 21:43:44 UTC,2022-12-19,21:43:44,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] data yang bisa diuji validitas dan reliabilitas data yang gimana ya? aku belum paham dari tadi baca nya🥲,in,[],[],[],0,0,2,[],[],https://twitter.com/collegemenfess/status/1604955667403444224,False,,0,,,,,,,,[],,,,
1604955611879219200,1604955611879219200,2022-12-19 21:43:31 UTC,2022-12-19,21:43:31,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] adakah yang dari USU? Boleh minta tolong ga download in dari repositorynya?  https://t.co/2bwsF0jQCX,in,[],[],['https://pbs.twimg.com/media/FkXyn7XacAAHxIZ.jpg'],0,0,2,[],[],https://twitter.com/collegemenfess/status/1604955611879219200,False,,1,https://pbs.twimg.com/media/FkXyn7XacAAHxIZ.jpg,,,,,,,[],,,,
1604954559717048320,1604954559717048320,2022-12-19 21:39:20 UTC,2022-12-19,21:39:20,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] sumber buat skripsi dari kutipan skripsi boleh gak ya?,in,[],[],[],1,0,4,[],[],https://twitter.com/collegemenfess/status/1604954559717048320,False,,0,,,,,,,,[],,,,
1604953768738508801,1604953768738508801,2022-12-19 21:36:11 UTC,2022-12-19,21:36:11,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] kalo lamar kerja pake SKL kudu ada fc yg legalisir ya guys? makasih🙏,in,[],[],[],0,0,2,[],[],https://twitter.com/collegemenfess/status/1604953768738508801,False,,0,,,,,,,,[],,,,
1604953636198842369,1604953636198842369,2022-12-19 21:35:40 UTC,2022-12-19,21:35:40,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] pernah ga tidur gara gara nyiapin ujian apa?,in,[],[],[],92,0,13,[],[],https://twitter.com/collegemenfess/status/1604953636198842369,False,,0,,,,,,,,[],,,,
1604946275698233345,1604946275698233345,2022-12-19 21:06:25 UTC,2022-12-19,21:06:25,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] boleh saranin aku app for android buat translate, selain U dictionary dong. Yang bagus ya, makasiii🙏",in,[],[],[],1,0,4,[],[],https://twitter.com/collegemenfess/status/1604946275698233345,False,,0,,,,,,,,[],,,,
1604942295182508032,1604942295182508032,2022-12-19 20:50:36 UTC,2022-12-19,20:50:36,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] gais ada yg tau ga gimana cara balikin tanda petik dua di word, word aku kalo ngetik petik dua selalu otomatis jadi tanda itu. aku ga pernah otak atik pengaturan deh keknya 😭  https://t.co/uITndIW9pi",in,[],[],['https://pbs.twimg.com/media/FkXmguEagAAyDct.jpg'],1,0,12,[],[],https://twitter.com/collegemenfess/status/1604942295182508032,False,,1,https://pbs.twimg.com/media/FkXmguEagAAyDct.jpg,,,,,,,[],,,,
1604939645317287937,1604939645317287937,2022-12-19 20:40:04 UTC,2022-12-19,20:40:04,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"Kalau ga aktif organisasi bisa ga yah dapat beasiswa?:"" selain k1p soalnya aku udh semester 3, eh atau masih bisa ambil k1p? Papaku pensiunan p n s tapi [cm]",in,[],[],[],1,0,4,[],[],https://twitter.com/collegemenfess/status/1604939645317287937,False,,0,,,,,,,,[],,,,
1604935388543389696,1604935388543389696,2022-12-19 20:23:09 UTC,2022-12-19,20:23:09,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] Ada yg tau gak S. Mag. Itu kepanjangannya apa? Sarjana magang kh?,in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1604935388543389696,False,,0,,,,,,,,[],,,,
1604934490560032768,1604934490560032768,2022-12-19 20:19:35 UTC,2022-12-19,20:19:35,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] Aduh otak ku udah libur mulu isinya, walau  aku semester akhir yang dikejar UAS, penelitian, dan topik skripsian tapi pingin menyublim sebentar rasanya. Udah periapan nanti mau libur dulu 3 hari. Besok ada 1 UAS jam 8 tapi otak ku ngalor ngidul daritadi 😭😭😭",in,[],[],[],0,0,4,[],[],https://twitter.com/collegemenfess/status/1604934490560032768,False,,0,,,,,,,,[],,,,
1604931245481242626,1604931245481242626,2022-12-19 20:06:41 UTC,2022-12-19,20:06:41,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,Jiwa deadliner dah mendarah daging. bingung kudi yak apa. Kek ga ada semangat banhet. [Cm],in,[],[],[],6,1,6,[],[],https://twitter.com/collegemenfess/status/1604931245481242626,False,,0,,,,,,,,[],,,,
1604930023432953856,1604930023432953856,2022-12-19 20:01:50 UTC,2022-12-19,20:01:50,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] maaf bgt kalo oor, tapi butuh info bgt kalo lagi opname komplain biar langsung didenger itu ke siapa ya? Maaf ya aku panik dan baru difolbek base ini aja soalnya  https://t.co/GYMZoYhx88",in,[],[],['https://pbs.twimg.com/media/FkXbWbeaAAAJsK2.jpg'],1,0,3,[],[],https://twitter.com/collegemenfess/status/1604930023432953856,False,,1,https://pbs.twimg.com/media/FkXbWbeaAAAJsK2.jpg,,,,,,,[],,,,
1604926220189110272,1604926220189110272,2022-12-19 19:46:43 UTC,2022-12-19,19:46:43,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,Semoga ipkkk smt 5 ini aman. Dah capek pol rasanya wkwk. [Cm],in,[],[],[],20,4,44,[],[],https://twitter.com/collegemenfess/status/1604926220189110272,False,,0,,,,,,,,[],,,,
1604925359409233920,1604925359409233920,2022-12-19 19:43:18 UTC,2022-12-19,19:43:18,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"Haiii guys adakah yg blom tidur, mau nanya dong 2 variabel dikatakan linear itu jika signifikansinya &gt;0,05 atau &lt;0,05 ya. Soalnya aku cari di google beragam. Tia [cm]",in,[],[],[],2,0,1,[],[],https://twitter.com/collegemenfess/status/1604925359409233920,False,,0,,,,,,,,[],,,,
1604923447855185921,1604923447855185921,2022-12-19 19:35:42 UTC,2022-12-19,19:35:42,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"Usaha apa lagi ya biar ipkkk ku mendingan. Pen ambis, tapi smt 5 ini menguras tenaga banget. Aku dikit-dikit sakit, bolos. Gapaham materinya. Dosen nuntut sempurna. Kek ya Allah banget lah. [Cm]",in,[],[],[],1,2,2,[],[],https://twitter.com/collegemenfess/status/1604923447855185921,False,,0,,,,,,,,[],,,,
1604922027814825984,1604922027814825984,2022-12-19 19:30:04 UTC,2022-12-19,19:30:04,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"Misal kalau semua bagus tapi uasnya jelek gimana ya?🥲 jam segini ovt karena tadi ga sempat kerja full uas, tpi aku berusaha brpikir positif karena bbrapa kali aktif tanya jawab kelas [cm]  https://t.co/3MEBWv1wpb",in,[],[],['https://pbs.twimg.com/media/FkXUFFNaYAEqD8J.jpg'],2,0,4,[],[],https://twitter.com/collegemenfess/status/1604922027814825984,False,,1,https://pbs.twimg.com/media/FkXUFFNaYAEqD8J.jpg,,,,,,,[],,,,
1604921620119752709,1604921620119752709,2022-12-19 19:28:26 UTC,2022-12-19,19:28:26,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[Cm] ""Ga ada kata terlambat untuk belajar."" Udah mencoba tapi gabisa, kek ada aja kendalanya. Ada aja yang masih kurang. Ini aku kudu yak apa ya? Gblk bet lagi.",in,[],[],[],0,0,6,[],[],https://twitter.com/collegemenfess/status/1604921620119752709,False,,0,,,,,,,,[],,,,
1604920222028529664,1604920220895694855,2022-12-19 19:22:53 UTC,2022-12-19,19:22:53,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[Cm] bisa ga sih ambis gitu, januari an aku baru uas. Saran dong.",in,[],[],[],1,0,2,[],[],https://twitter.com/collegemenfess/status/1604920222028529664,False,,0,,,,,,,,[],,,,
1604920220895694855,1604920220895694855,2022-12-19 19:22:53 UTC,2022-12-19,19:22:53,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"Kenapa aku kok gblk banget di akademik, gapunya skills, beasiswa ga pernah lolos, pengalaman ga punya. Minus banget jadi mahasiswa. Udah usaha kek ga pernah sesuai. Belajar kek siang malam tetep aja lemot buat paham. Sedangkan temen, baca sekilas aja dah paham banget.  (cont)",in,[],[],[],12,7,157,[],[],https://twitter.com/collegemenfess/status/1604920220895694855,False,,0,,,,,,,,[],,,,
1604918389348397057,1604918389348397057,2022-12-19 19:15:36 UTC,2022-12-19,19:15:36,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,Aku capek nugas gaes. Time managementku jelek pol. Aku bingung mau ngerjain pr yang mana. Huft. [Cm],in,[],[],[],3,0,4,[],[],https://twitter.com/collegemenfess/status/1604918389348397057,False,,0,,,,,,,,[],,,,
1604917022864723968,1604917022864723968,2022-12-19 19:10:10 UTC,2022-12-19,19:10:10,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,Management waktuku jelek. Aku keteteran tugas gaes. Cara biar lebih baik gmn ya? Huhu. [Cm],in,[],[],[],5,0,11,[],[],https://twitter.com/collegemenfess/status/1604917022864723968,False,,0,,,,,,,,[],,,,
1604915682613002240,1604915682613002240,2022-12-19 19:04:51 UTC,2022-12-19,19:04:51,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] aku sblm ganti dospem tuh kan ada catetannya gitu kalo konsul dsb, tp wkt dospem yg ini ko gaada ya:( bahkan abis semmpro kemarenan tuh ko masih blm ada ya:( apa krn aku blm revisi?:(",in,[],[],[],0,0,0,[],[],https://twitter.com/collegemenfess/status/1604915682613002240,False,,0,,,,,,,,[],,,,
1604914446476144640,1604914446476144640,2022-12-19 18:59:56 UTC,2022-12-19,18:59:56,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] guys ada yang bersedia buat aku wawancarain via dm nggaa buat penelitian? kriterianya mahasiswa S1 / diploma yang udah lulus dan sedang mencari pekerjaan. kalo bersedia reply yaa! nanti aku ketuk dmnya. makasih banyak buat tanggapannya,in,[],[],[],2,0,2,[],[],https://twitter.com/collegemenfess/status/1604914446476144640,False,,0,,,,,,,,[],,,,
1604914367749062656,1604914367749062656,2022-12-19 18:59:37 UTC,2022-12-19,18:59:37,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] apa kabar anak mtk murni?  kalau ak? gk sadar tiba"" udah sem 6 aj nanti :)",in,[],[],[],1,0,3,[],[],https://twitter.com/collegemenfess/status/1604914367749062656,False,,0,,,,,,,,[],,,,
1604914308890394624,1604914308890394624,2022-12-19 18:59:23 UTC,2022-12-19,18:59:23,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] halo temen temen boleh tolong bantu isi kuisioner buat skripsi temenku? dia masih butuh 200 responden guys🥲🥲 ini yaa kriterianya : 1. Usia 11-18 tahun 2. Menggunakan media sosial selama 12 bulan terakhir yang mau rep yaa, trimakasiii ◜⁠‿⁠◝⁠ ♡",in,[],[],[],12,0,3,[],[],https://twitter.com/collegemenfess/status/1604914308890394624,False,,0,,,,,,,,[],,,,
1604908949492289538,1604908949492289538,2022-12-19 18:38:05 UTC,2022-12-19,18:38:05,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] bingung, gimana caranya biar fokus nugas project uas   ini udah dibuka dari tadi tapi cuma sender pelototin abis itu malah memilih buka yutub dan spotify dengan alasan setel lagu, trus berrujung share lirik ke twitter, dan malah keterusan scroll tl ✋😩",in,[],[],[],1,0,2,[],[],https://twitter.com/collegemenfess/status/1604908949492289538,False,,0,,,,,,,,[],,,,
1604908096379179010,1604908096379179010,2022-12-19 18:34:42 UTC,2022-12-19,18:34:42,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] kira2 msh ada magang yang WFH ga ya soalnya sender smstr 6 bsk ada 2 mk praktikum jd gabisa WFO, kalau ada bs drop infonya gais terima kasih 🙏🏾",in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1604908096379179010,False,,0,,,,,,,,[],,,,
1604907944562171904,1604907944562171904,2022-12-19 18:34:06 UTC,2022-12-19,18:34:06,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,[cm] ngumpul tugas telat bukannya panik tapi malah hampa... udah ga bisa ngerasain apa-apa lagi. Is it normal? Sender ga mau putus asa sama kuliah sender tapi rasanya capek banget 😭  https://t.co/4jnUVIAwGn,in,[],[],['https://pbs.twimg.com/media/FkXHRMFagAAagZN.jpg'],13,3,111,[],[],https://twitter.com/collegemenfess/status/1604907944562171904,False,,1,https://pbs.twimg.com/media/FkXHRMFagAAagZN.jpg,,,,,,,[],,,,
1604907302053904384,1604907302053904384,2022-12-19 18:31:33 UTC,2022-12-19,18:31:33,+0000,1046084008742801408,collegemenfess,COLLE OPFOLL 20.00 WIB | CEK PINNED😎,,"[cm] Kalau variabel peneltiianku self control (x1) dan religiusitas (x2) terhadap perilaku (Y) itu variabelnya tergolong data interval/rasio yaa?? Bisa dibantu untuk nentuin uji validitasnya baiknya pakai yang mana,   makasih",in,[],[],[],0,0,1,[],[],https://twitter.com/collegemenfess/status/1604907302053904384,False,,0,,,,,,,,[],,,,
